"Monto","Fecha","Actividad","Direccion","Empleado","Sexo","Nivel_Estudio","Rango_Etareo","Descuento"
"2715,00","2020-03-03","Grupos Específicos","Bv. Roca 111","BELEN GRANADO","f","Doctorado","Adultez",",00"
"1476,00","2020-03-04","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","SUSANA SEBASTIAN","f","Tecnicatura Universitaria","Adultez","73,80"
"2384,00","2020-03-07","Bienestar y Relajación","Bv. Roca 111","SAID AMARO","f","Licenciatura","Adultez",",00"
"2146,00","2020-03-08","Entrenamiento Especializado","Bv. Roca 111","IGOR ORTEGA","m","Ingenieria","Adultez","643,80"
"2881,00","2020-03-09","Bienestar y Relajación","Bv. Roca 111","MARIAN HUETE","m","Ingenieria","Juventud",",00"
"1520,00","2020-03-11","Baile","Bv. Roca 111","MANUEL JESUS RANGEL","f","Tecnicatura Universitaria","Adultez",",00"
"1954,00","2020-03-12","Actividades al Aire Libre","Bv. Roca 111","NURIA GUILLEN","f","Doctorado","Juventud",",00"
"2210,00","2020-03-13","Cardio y Acondicionamiento Físico","Bv. Roca 111","JOAN MONTALBAN","f","Educacion Primaria","Adultez",",00"
"1971,00","2020-03-15","Entrenamiento Especializado","Bv. Roca 111","LILIANA RUA","f","Doctorado","Adultez","492,75"
"2937,00","2020-03-16","Cardio y Acondicionamiento Físico","Bv. Roca 111","JUAN ALBERTO MORA","f","Ingenieria","Adultez",",00"
"2836,00","2020-03-17","Entrenamiento Especializado","Bv. Roca 111","ELIA GASPAR","m","Maestria","Juventud","709,00"
"2129,00","2020-03-19","Bienestar y Cuidado Corporal","Bv. Roca 111","SORAYA SEBASTIAN","f","Tecnicatura Universitaria","Adultez",",00"
"1475,00","2020-03-20","Bienestar y Relajación","Bv. Roca 111","FRANCISCO JOSE GOMES","m","Tecnicatura Universitaria","Adultez",",00"
"2791,00","2020-03-20","Grupos Específicos","Bv. Roca 111","IGNACIO VEIGA","m","Licenciatura","Adultez",",00"
"1660,00","2020-03-21","Cardio y Acondicionamiento Físico","Bv. Roca 111","ROSANA LEAL","m","Tecnicatura Universitaria","Adultez",",00"
"2198,00","2020-03-21","Actividades Acuáticas","Bv. Roca 111","ROSA ANA MANRIQUE","f","Doctorado","Adultez",",00"
"1820,00","2020-03-23","Baile","Bv. Roca 111","ROSANA LEAL","f","Licenciatura","Adultez",",00"
"1305,00","2020-03-24","Entrenamiento Especializado","Bv. Roca 111","SAID AMARO","f","Maestria","Adultez",",00"
"1521,00","2020-03-24","Actividades al Aire Libre","Bv. Roca 111","LILIANA RUA","f","Educacion Secundaria","Adultez",",00"
"2894,00","2020-03-25","Cardio y Acondicionamiento Físico","Bv. Roca 111","YOUSSEF DE ANDRES","f","Educacion Superior","Adultez",",00"
"1441,00","2020-03-26","Deportes","Bv. Roca 111","JORGE LUIS BUSQUETS","m","Licenciatura","Adultez",",00"
"2028,00","2020-03-29","Actividades al Aire Libre","Bv. Roca 111","FRANCISCO MIGUEL HERREROS","f","Licenciatura","Adultez",",00"
"1492,00","2020-03-30","Grupos Específicos","Bv. Roca 111","VERONICA PAREJA","f","Ingenieria","Adultez",",00"
"1724,00","2020-03-31","Entrenamiento Especializado","Bv. Roca 111","YOUSSEF DE ANDRES","f","Educacion Secundaria","Adultez",",00"
"2718,00","2020-04-01","Bienestar y Relajación","Bv. Roca 111","JUAN ALBERTO MORA","f","Educacion Secundaria","Adultez",",00"
"2375,00","2020-04-03","Deportes","Bv. Roca 111","SUSANA SEBASTIAN","m","Doctorado","Adultez",",00"
"2517,00","2020-04-07","Bienestar y Cuidado Corporal","Bv. Roca 111","MARIAN HUETE","m","Licenciatura","Juventud",",00"
"2165,00","2020-04-08","Baile","Bv. Roca 111","SORAYA SEBASTIAN","m","Educacion Primaria","Adultez",",00"
"2255,00","2020-04-08","Actividades al Aire Libre","Bv. Roca 111","LILIANA RUA","m","Educacion Superior","Adultez",",00"
"2010,00","2020-04-11","Actividades Acuáticas","Bv. Roca 111","FERRAN ESTEVE","m","Educacion Secundaria","Adultez",",00"
"1314,00","2020-04-14","Grupos Específicos","Bv. Roca 111","IGNACIO VEIGA","m","Educacion Primaria","Adultez",",00"
"2589,00","2020-04-15","Grupos Específicos","Bv. Roca 111","LUIS MANUEL MATO","m","Doctorado","Adultez",",00"
"2400,00","2020-04-16","Bienestar y Cuidado Corporal","Bv. Roca 111","JUAN FRANCISCO LAVADO","m","Ingenieria","Adultez","240,00"
"2708,00","2020-04-17","Entrenamiento Especializado","Bv. Roca 111","ABDELAZIZ SANTANA","m","Ingenieria","Adultez",",00"
"2416,00","2020-04-18","Deportes","Bv. Roca 111","NURIA GUILLEN","f","Educacion Primaria","Adultez",",00"
"2765,00","2020-04-21","Baile","Bv. Roca 111","IGNACIO VEIGA","m","Licenciatura","Adultez",",00"
"2962,00","2020-04-21","Actividades Acuáticas","Bv. Roca 111","ABDELAZIZ SANTANA","f","Educacion Superior","Adultez",",00"
"2326,00","2020-04-23","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","FERRAN ESTEVE","f","Educacion Primaria","Juventud",",00"
"1427,00","2020-04-24","Cardio y Acondicionamiento Físico","Bv. Roca 111","JUAN DIEGO PICON","f","Ingenieria","Adultez",",00"
"2440,00","2020-04-24","Baile","Bv. Roca 111","ANTONIO LUIS SANJUAN","f","Doctorado","Adultez",",00"
"1823,00","2020-04-25","Bienestar y Cuidado Corporal","Bv. Roca 111","LETICIA TORNERO","m","Educacion Superior","Juventud","182,30"
"2206,00","2020-04-27","Actividades al Aire Libre","Bv. Roca 111","JUAN FRANCISCO LAVADO","f","Educacion Secundaria","Adultez",",00"
"1502,00","2020-05-02","Grupos Específicos","Bv. Roca 111","BERTA VALLE","f","Maestria","Adultez",",00"
"2937,00","2020-05-03","Grupos Específicos","Bv. Roca 111","OLGA PRADO","m","Educacion Superior","Adultez",",00"
"1903,00","2020-05-04","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","MARTA FALCON","f","Tecnicatura Universitaria","Juventud",",00"
"2994,00","2020-05-05","Entrenamiento Especializado","Bv. Roca 111","LUIS MANUEL MATO","f","Ingenieria","Adultez",",00"
"2952,00","2020-05-06","Bienestar y Relajación","Bv. Roca 111","ARTURO RAYA","f","Educacion Secundaria","Juventud",",00"
"1517,00","2020-05-06","Baile","Bv. Roca 111","MARTA FALCON","f","Educacion Superior","Adultez",",00"
"2687,00","2020-05-06","Deportes","Bv. Roca 111","ROSANA LEAL","f","Tecnicatura Universitaria","Adultez",",00"
"2608,00","2020-05-08","Deportes","Bv. Roca 111","JUAN MANUEL RINCON","f","Maestria","Adultez",",00"
"2725,00","2020-05-09","Actividades Acuáticas","Bv. Roca 111","JOAN MONTALBAN","m","Educacion Primaria","Adultez",",00"
"2333,00","2020-05-10","Grupos Específicos","Bv. Roca 111","JUAN MANUEL RINCON","m","Educacion Secundaria","Adultez",",00"
"2922,00","2020-05-11","Grupos Específicos","Bv. Roca 111","CARLOS PUENTE","m","Educacion Secundaria","Adultez",",00"
"1929,00","2020-05-14","Baile","Bv. Roca 111","JOAN MONTALBAN","f","Licenciatura","Adultez",",00"
"2686,00","2020-05-15","Bienestar y Relajación","Bv. Roca 111","LUIS MANUEL MATO","f","Educacion Superior","Adultez","805,80"
"2785,00","2020-05-16","Baile","Bv. Roca 111","ROSANA LEAL","m","Doctorado","Juventud",",00"
"2694,00","2020-05-17","Baile","Bv. Roca 111","VERONICA PAREJA","m","Maestria","Adultez",",00"
"1608,00","2020-05-19","Baile","Bv. Roca 111","SUSANA SEBASTIAN","f","Doctorado","Adultez",",00"
"1738,00","2020-05-20","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","ROSA ANA MANRIQUE","m","Educacion Superior","Adultez",",00"
"1307,00","2020-05-21","Baile","Bv. Roca 111","MARTA FALCON","f","Educacion Primaria","Juventud",",00"
"2427,00","2020-05-21","Actividades al Aire Libre","Bv. Roca 111","ARTURO RAYA","m","Educacion Primaria","Adultez",",00"
"2710,00","2020-05-23","Bienestar y Relajación","Bv. Roca 111","ROSA ANA MANRIQUE","f","Educacion Secundaria","Adultez",",00"
"2779,00","2020-05-23","Actividades Acuáticas","Bv. Roca 111","FRANCISCO JOSE GOMES","m","Doctorado","Adultez",",00"
"2140,00","2020-05-23","Grupos Específicos","Bv. Roca 111","LILIANA RUA","m","Educacion Superior","Adultez",",00"
"1884,00","2020-05-24","Entrenamiento Especializado","Bv. Roca 111","BELEN GRANADO","f","Doctorado","Adultez",",00"
"1852,00","2020-05-27","Cardio y Acondicionamiento Físico","Bv. Roca 111","ROSA ANA MANRIQUE","m","Tecnicatura Universitaria","Adultez",",00"
"2312,00","2020-05-28","Deportes","Bv. Roca 111","BERTA VALLE","f","Doctorado","Adultez",",00"
"2117,00","2020-05-28","Actividades Acuáticas","Bv. Roca 111","ABDELAZIZ SANTANA","f","Educacion Primaria","Adultez",",00"
"1551,00","2020-05-28","Actividades Acuáticas","Bv. Roca 111","MARTA FALCON","f","Educacion Superior","Adultez",",00"
"2752,00","2020-05-28","Grupos Específicos","Bv. Roca 111","JOAN MONTALBAN","m","Educacion Primaria","Adultez",",00"
"2096,00","2020-05-31","Baile","Bv. Roca 111","LETICIA TORNERO","f","Maestria","Adultez",",00"
"1718,00","2020-06-02","Grupos Específicos","Bv. Roca 111","ABDELAZIZ SANTANA","m","Doctorado","Adultez",",00"
"2695,00","2020-06-02","Bienestar y Cuidado Corporal","Bv. Roca 111","ROSA ANA MANRIQUE","f","Ingenieria","Juventud",",00"
"1430,00","2020-06-04","Entrenamiento Especializado","Bv. Roca 111","JUAN ALBERTO MORA","m","Licenciatura","Adultez",",00"
"2025,00","2020-06-05","Actividades al Aire Libre","Bv. Roca 111","FRANCISCO JOSE GOMES","m","Educacion Secundaria","Adultez",",00"
"2125,00","2020-06-08","Entrenamiento Especializado","Bv. Roca 111","MARIAN HUETE","f","Doctorado","Adultez",",00"
"2043,00","2020-06-09","Bienestar y Cuidado Corporal","Bv. Roca 111","VICTOR MANUEL CASTEJON","m","Licenciatura","Adultez",",00"
"2434,00","2020-06-12","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","ROSA ANA MANRIQUE","m","Licenciatura","Adultez",",00"
"1500,00","2020-06-15","Grupos Específicos","Bv. Roca 111","FRANCISCO JOSE GOMES","m","Maestria","Adultez",",00"
"1884,00","2020-06-15","Actividades al Aire Libre","Bv. Roca 111","LILIANA RUA","f","Licenciatura","Adultez",",00"
"2121,00","2020-06-17","Deportes","Bv. Roca 111","SUSANA SEBASTIAN","f","Educacion Superior","Adultez",",00"
"1335,00","2020-06-17","Grupos Específicos","Bv. Roca 111","BELEN GRANADO","f","Ingenieria","Adultez",",00"
"2458,00","2020-06-19","Deportes","Bv. Roca 111","JON SIMO","f","Educacion Superior","Adultez",",00"
"2255,00","2020-06-21","Grupos Específicos","Bv. Roca 111","JUAN DIEGO PICON","m","Ingenieria","Adultez",",00"
"2479,00","2020-06-23","Cardio y Acondicionamiento Físico","Bv. Roca 111","ANTONIO LUIS SANJUAN","m","Licenciatura","Adultez",",00"
"1694,00","2020-06-24","Bienestar y Cuidado Corporal","Bv. Roca 111","MARIAN HUETE","m","Educacion Secundaria","Juventud","169,40"
"2297,00","2020-06-24","Actividades al Aire Libre","Bv. Roca 111","ANTONIO LUIS SANJUAN","f","Licenciatura","Juventud",",00"
"1410,00","2020-06-27","Deportes","Bv. Roca 111","SAID AMARO","m","Educacion Secundaria","Adultez",",00"
"1807,00","2020-06-28","Cardio y Acondicionamiento Físico","Bv. Roca 111","OLGA PRADO","m","Doctorado","Adultez",",00"
"1347,00","2020-06-28","Cardio y Acondicionamiento Físico","Bv. Roca 111","MARTA FALCON","f","Educacion Secundaria","Juventud",",00"
"1404,00","2020-06-28","Baile","Bv. Roca 111","ROSA ANA MANRIQUE","f","Educacion Secundaria","Adultez","280,80"
"2596,00","2020-06-28","Bienestar y Cuidado Corporal","Bv. Roca 111","ABDELAZIZ SANTANA","m","Maestria","Adultez",",00"
"2413,00","2020-06-29","Baile","Bv. Roca 111","SAID AMARO","m","Educacion Secundaria","Adultez","482,60"
"2290,00","2020-06-29","Bienestar y Cuidado Corporal","Bv. Roca 111","OLGA PRADO","f","Educacion Secundaria","Adultez",",00"
"1470,00","2020-06-30","Grupos Específicos","Bv. Roca 111","ABDELAZIZ SANTANA","m","Doctorado","Adultez",",00"
"2191,00","2020-07-01","Actividades al Aire Libre","Bv. Roca 111","MARIAN HUETE","m","Educacion Primaria","Adultez",",00"
"2232,00","2020-07-02","Bienestar y Cuidado Corporal","Bv. Roca 111","MARIAN HUETE","f","Educacion Secundaria","Adultez",",00"
"2003,00","2020-07-04","Baile","Bv. Roca 111","SUSANA SEBASTIAN","f","Educacion Primaria","Juventud","400,60"
"2610,00","2020-07-05","Deportes","Bv. Roca 111","JUAN FRANCISCO LAVADO","m","Doctorado","Adultez",",00"
"2496,00","2020-07-07","Bienestar y Relajación","Bv. Roca 111","LETICIA TORNERO","f","Licenciatura","Adultez",",00"
"2332,00","2020-07-08","Bienestar y Relajación","Bv. Roca 111","LILIANA RUA","m","Licenciatura","Adultez",",00"
"1943,00","2020-07-08","Baile","Bv. Roca 111","FRANCISCO JOSE GOMES","m","Educacion Secundaria","Adultez","388,60"
"2195,00","2020-07-10","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","LILIANA RUA","f","Tecnicatura Universitaria","Adultez",",00"
"2263,00","2020-07-12","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","LILIANA RUA","f","Licenciatura","Adultez",",00"
"2841,00","2020-07-16","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","ELIA GASPAR","m","Educacion Secundaria","Adultez",",00"
"2528,00","2020-07-18","Baile","Bv. Roca 111","JUAN DIEGO PICON","m","Maestria","Adultez",",00"
"2753,00","2020-07-18","Actividades Acuáticas","Bv. Roca 111","VERONICA PAREJA","m","Doctorado","Adultez",",00"
"1594,00","2020-07-21","Deportes","Bv. Roca 111","ROSANA LEAL","m","Licenciatura","Adultez",",00"
"2898,00","2020-07-22","Bienestar y Relajación","Bv. Roca 111","JON SIMO","f","Tecnicatura Universitaria","Adultez",",00"
"1304,00","2020-07-24","Bienestar y Relajación","Bv. Roca 111","ANTONIO LUIS SANJUAN","f","Maestria","Adultez",",00"
"2473,00","2020-07-24","Entrenamiento Especializado","Bv. Roca 111","JORGE LUIS BUSQUETS","f","Licenciatura","Adultez",",00"
"2271,00","2020-07-25","Deportes","Bv. Roca 111","YOUSSEF DE ANDRES","f","Educacion Superior","Adultez",",00"
"2938,00","2020-07-26","Cardio y Acondicionamiento Físico","Bv. Roca 111","NURIA GUILLEN","f","Maestria","Adultez",",00"
"2018,00","2020-07-27","Deportes","Bv. Roca 111","FRANCISCO MIGUEL HERREROS","f","Ingenieria","Adultez",",00"
"2757,00","2020-07-28","Bienestar y Cuidado Corporal","Bv. Roca 111","FERRAN ESTEVE","m","Educacion Primaria","Adultez",",00"
"1540,00","2020-07-30","Bienestar y Cuidado Corporal","Bv. Roca 111","CARLOS PUENTE","f","Doctorado","Adultez",",00"
"2358,00","2020-07-31","Grupos Específicos","Bv. Roca 111","FERRAN ESTEVE","m","Educacion Superior","Adultez",",00"
"1998,00","2020-08-02","Actividades Acuáticas","Bv. Roca 111","ANTONIO LUIS SANJUAN","f","Tecnicatura Universitaria","Adultez",",00"
"1603,00","2020-08-04","Entrenamiento Especializado","Bv. Roca 111","VERONICA PAREJA","f","Doctorado","Adultez",",00"
"2324,00","2020-08-05","Entrenamiento Especializado","Bv. Roca 111","ABDELAZIZ SANTANA","f","Doctorado","Adultez",",00"
"1581,00","2020-08-05","Bienestar y Cuidado Corporal","Bv. Roca 111","BELEN GRANADO","f","Educacion Secundaria","Adultez",",00"
"1400,00","2020-08-05","Bienestar y Cuidado Corporal","Bv. Roca 111","OLGA PRADO","f","Educacion Superior","Adultez",",00"
"2831,00","2020-08-08","Bienestar y Cuidado Corporal","Bv. Roca 111","OLGA PRADO","f","Maestria","Adultez",",00"
"1983,00","2020-08-12","Cardio y Acondicionamiento Físico","Bv. Roca 111","ROSA ANA MANRIQUE","f","Educacion Secundaria","Adultez",",00"
"2045,00","2020-08-15","Bienestar y Relajación","Bv. Roca 111","MARTA FALCON","f","Doctorado","Adultez",",00"
"2059,00","2020-08-17","Actividades Acuáticas","Bv. Roca 111","JUAN ALBERTO MORA","f","Ingenieria","Adultez",",00"
"2045,00","2020-08-19","Cardio y Acondicionamiento Físico","Bv. Roca 111","VICTOR MANUEL CASTEJON","m","Educacion Secundaria","Adultez",",00"
"1988,00","2020-08-19","Actividades al Aire Libre","Bv. Roca 111","LILIANA RUA","f","Doctorado","Juventud",",00"
"1851,00","2020-08-20","Baile","Bv. Roca 111","SORAYA SEBASTIAN","m","Educacion Secundaria","Adultez",",00"
"1526,00","2020-08-20","Baile","Bv. Roca 111","JON SIMO","m","Educacion Secundaria","Juventud",",00"
"1773,00","2020-08-21","Deportes","Bv. Roca 111","CARLOS PUENTE","f","Ingenieria","Adultez",",00"
"1410,00","2020-08-21","Grupos Específicos","Bv. Roca 111","ELIA GASPAR","f","Educacion Superior","Adultez",",00"
"1308,00","2020-08-22","Deportes","Bv. Roca 111","VICTOR MANUEL CASTEJON","m","Educacion Superior","Adultez",",00"
"2053,00","2020-08-23","Bienestar y Cuidado Corporal","Bv. Roca 111","IGOR ORTEGA","m","Licenciatura","Adultez",",00"
"1535,00","2020-08-24","Bienestar y Relajación","Bv. Roca 111","ANTONIO LUIS SANJUAN","f","Licenciatura","Juventud","307,00"
"2862,00","2020-08-24","Entrenamiento Especializado","Bv. Roca 111","VERONICA PAREJA","f","Ingenieria","Adultez",",00"
"2953,00","2020-08-25","Actividades Acuáticas","Bv. Roca 111","SAID AMARO","f","Tecnicatura Universitaria","Adultez",",00"
"1423,00","2020-08-26","Bienestar y Cuidado Corporal","Bv. Roca 111","ROSANA LEAL","m","Educacion Superior","Adultez",",00"
"2438,00","2020-08-28","Actividades Acuáticas","Bv. Roca 111","JUAN MANUEL RINCON","f","Educacion Secundaria","Adultez",",00"
"2913,00","2020-08-30","Bienestar y Cuidado Corporal","Bv. Roca 111","JUAN DIEGO PICON","m","Educacion Primaria","Adultez",",00"
"1863,00","2020-08-30","Bienestar y Cuidado Corporal","Bv. Roca 111","ARTURO RAYA","m","Licenciatura","Adultez",",00"
"1583,00","2020-09-01","Deportes","Bv. Roca 111","ROSANA LEAL","f","Educacion Secundaria","Adultez",",00"
"2158,00","2020-09-01","Entrenamiento Especializado","Bv. Roca 111","ANTONIO LUIS SANJUAN","m","Ingenieria","Adultez",",00"
"2240,00","2020-09-04","Baile","Bv. Roca 111","FRANCISCO JOSE GOMES","f","Educacion Secundaria","Adultez",",00"
"2742,00","2020-09-05","Baile","Bv. Roca 111","FRANCISCO MIGUEL HERREROS","m","Doctorado","Adultez",",00"
"2539,00","2020-09-08","Actividades Acuáticas","Bv. Roca 111","VICTOR MANUEL CASTEJON","f","Maestria","Adultez",",00"
"2984,00","2020-09-08","Entrenamiento Especializado","Bv. Roca 111","SAID AMARO","f","Educacion Primaria","Adultez",",00"
"1334,00","2020-09-09","Baile","Bv. Roca 111","IGOR ORTEGA","m","Educacion Superior","Adultez",",00"
"1385,00","2020-09-11","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","IGOR ORTEGA","f","Maestria","Juventud",",00"
"1556,00","2020-09-11","Deportes","Bv. Roca 111","SAID AMARO","f","Educacion Primaria","Adultez",",00"
"1359,00","2020-09-13","Baile","Bv. Roca 111","JUAN ALBERTO MORA","m","Maestria","Juventud",",00"
"1578,00","2020-09-14","Actividades Acuáticas","Bv. Roca 111","SUSANA SEBASTIAN","m","Educacion Superior","Adultez",",00"
"2080,00","2020-09-15","Grupos Específicos","Bv. Roca 111","CARLOS PUENTE","f","Educacion Superior","Adultez",",00"
"1345,00","2020-09-16","Entrenamiento Especializado","Bv. Roca 111","MARIAN HUETE","m","Ingenieria","Adultez",",00"
"1808,00","2020-09-17","Bienestar y Relajación","Bv. Roca 111","VERONICA PAREJA","m","Educacion Superior","Adultez",",00"
"1320,00","2020-09-18","Entrenamiento Especializado","Bv. Roca 111","BELEN GRANADO","m","Educacion Superior","Adultez",",00"
"2292,00","2020-09-18","Entrenamiento Especializado","Bv. Roca 111","IGOR ORTEGA","m","Doctorado","Adultez",",00"
"2015,00","2020-09-20","Deportes","Bv. Roca 111","ABDELAZIZ SANTANA","f","Doctorado","Adultez",",00"
"1754,00","2020-09-20","Actividades al Aire Libre","Bv. Roca 111","LETICIA TORNERO","f","Educacion Primaria","Adultez",",00"
"2664,00","2020-09-20","Actividades al Aire Libre","Bv. Roca 111","FRANCISCO JOSE GOMES","m","Licenciatura","Adultez",",00"
"2972,00","2020-09-20","Actividades al Aire Libre","Bv. Roca 111","VERONICA PAREJA","f","Tecnicatura Universitaria","Adultez",",00"
"1647,00","2020-09-23","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","JUAN DIEGO PICON","m","Tecnicatura Universitaria","Adultez",",00"
"2781,00","2020-09-23","Cardio y Acondicionamiento Físico","Bv. Roca 111","BELEN GRANADO","f","Maestria","Adultez",",00"
"2252,00","2020-09-24","Bienestar y Cuidado Corporal","Bv. Roca 111","JUAN MANUEL RINCON","f","Doctorado","Juventud",",00"
